product_id,orders_count,units_sold,total_revenue,avg_price,avg_delivery_days,delayed_rate,first_sale_date,last_sale_date,etl_loaded_at
00e41fb1706dc56cc3bbdd2c1d6df362,1,1,36.75,36.75,9.0,0.0,2017-05-12 18:22:17,2017-05-12 18:22:17,2026-05-06 15:11:47.710166
00e437f5e55fc5a62e4ef2f84f41b5fb,1,1,46.94,46.94,14.0,0.0,2018-08-01 16:26:22,2018-08-01 16:26:22,2026-05-06 15:11:47.710166
00e4ded51458037ecda216453eb79d3c,1,1,168.46,168.46,14.0,0.0,2017-08-17 10:06:55,2017-08-17 10:06:55,2026-05-06 15:11:47.710166
00e62bcf9337ca4c5d5b4c5c8188f8d2,1,1,225.25,225.25,7.0,0.0,2018-07-19 09:52:22,2018-07-19 09:52:22,2026-05-06 15:11:47.710166
00e928700d549c4173b1bf631ca30abf,1,1,98.32,98.32,35.0,1.0,2017-08-08 16:40:58,2017-08-08 16:40:58,2026-05-06 15:11:47.710166
00efb9a8ce0cf3b2f37892ab003edc10,1,1,312.42,312.42,32.0,1.0,2017-12-19 00:26:32,2017-12-19 00:26:32,2026-05-06 15:11:47.710166
00f179926ae5965cd6ff548d765d8a61,3,3,102.13,34.04,16.33,0.0,2017-02-28 10:15:13,2017-10-27 02:37:22,2026-05-06 15:11:47.710166
00f2fa1c4397392f20e5627e3220accd,1,1,158.77,158.77,11.0,0.0,2018-08-16 11:34:12,2018-08-16 11:34:12,2026-05-06 15:11:47.710166
00f42e56821b1779fbf397fe72639054,2,2,236.63,118.32,6.0,0.0,2017-10-14 17:16:56,2018-02-17 19:01:49,2026-05-06 15:11:47.710166
00f8c37377b038c9c791128d2f928111,2,2,62.29,31.14,27.5,0.5,2017-11-30 21:56:38,2018-06-03 22:47:35,2026-05-06 15:11:47.710166
00faa46f36261af8bbf3a4d37fa4841b,10,12,3014.56,301.46,14.6,0.0,2017-09-19 09:49:05,2018-06-30 13:29:31,2026-05-06 15:11:47.710166
00fd6afd95fe066db8433832180a5369,1,1,1520.71,1520.71,6.0,0.0,2018-07-20 14:09:09,2018-07-20 14:09:09,2026-05-06 15:11:47.710166
00fefaf41156bb4b0d850fb27da97897,5,5,130.02,26.0,5.2,0.0,2018-04-26 13:24:29,2018-08-09 09:11:18,2026-05-06 15:11:47.710166
00ffe57f0110d73fd84d162252b2c784,1,1,192.44,192.44,9.0,0.0,2018-01-22 11:08:15,2018-01-22 11:08:15,2026-05-06 15:11:47.710166
0103208eb1ea5a1a7359c0251a65e37a,1,1,792.17,792.17,6.0,0.0,2018-08-20 18:55:21,2018-08-20 18:55:21,2026-05-06 15:11:47.710166
0103863bf3441460142ec23c74388e4c,1,1,61.45,61.45,45.0,1.0,2018-01-06 13:32:38,2018-01-06 13:32:38,2026-05-06 15:11:47.710166
0105b5323d24fc655f73052694dbbb3a,5,6,734.09,146.82,11.2,0.0,2017-04-17 14:31:24,2018-02-20 14:59:40,2026-05-06 15:11:47.710166
01078a94cb29913dfda1a962fd4e3400,2,2,177.1,88.55,10.5,0.0,2017-12-05 20:11:25,2017-12-25 17:15:40,2026-05-06 15:11:47.710166
010951987d78f9d52fbf50a43b690ba1,1,6,624.24,208.08,17.0,0.0,2017-03-10 09:07:24,2017-03-10 09:07:24,2026-05-06 15:11:47.710166
010a3a47c14f1295796c08419f32cef6,3,4,105.9,35.3,3.33,0.0,2017-01-28 19:50:15,2017-07-18 20:14:37,2026-05-06 15:11:47.710166
010c38887e6a41a5acfea2687515b254,3,3,230.47,76.82,19.33,0.0,2017-08-30 18:00:36,2017-11-16 15:02:16,2026-05-06 15:11:47.710166
010c79af51e82f60de174b6da6060c0a,2,2,194.52,97.26,6.0,0.0,2017-09-23 15:31:05,2017-10-10 15:14:12,2026-05-06 15:11:47.710166
010c988805cc0a13b9ba455ffc6c8510,2,2,336.23,168.12,13.0,0.0,2017-03-07 21:16:46,2017-03-14 20:26:14,2026-05-06 15:11:47.710166
010f24a605e8431fc68562e597f80d63,1,1,33.23,33.23,7.0,0.0,2018-06-28 00:27:12,2018-06-28 00:27:12,2026-05-06 15:11:47.710166
0110573bc9195aa810a4384f189f48f5,4,4,595.93,148.98,10.75,0.0,2017-09-15 09:21:45,2018-01-29 16:16:23,2026-05-06 15:11:47.710166
0110986ff84d644fee920efb18577292,1,1,86.64,86.64,8.0,0.0,2017-11-26 07:52:37,2017-11-26 07:52:37,2026-05-06 15:11:47.710166
0111ab6fb41da433e0f17d3f4ec2c8f5,3,4,172.09,57.36,10.33,0.0,2017-09-09 20:06:48,2017-11-19 15:38:53,2026-05-06 15:11:47.710166
0112c32bab2fb9a2147b92cdd5f1d3e7,1,1,83.02,83.02,21.0,0.0,2017-05-21 15:05:04,2017-05-21 15:05:04,2026-05-06 15:11:47.710166
011377a7487fef47fc9e73fa5f7322a6,2,2,151.16,75.58,12.0,0.0,2018-07-17 19:32:00,2018-08-05 07:41:33,2026-05-06 15:11:47.710166
0116f3b947377cccf0135f8071b54d74,1,1,112.55,112.55,2.0,0.0,2017-06-06 22:42:26,2017-06-06 22:42:26,2026-05-06 15:11:47.710166
01175f0c6182b4410c669417d7e8268f,1,1,50.19,50.19,8.0,0.0,2017-11-27 10:40:11,2017-11-27 10:40:11,2026-05-06 15:11:47.710166
011967a30ceeaa86acb72e79664544ad,2,2,290.39,145.2,16.5,0.0,2017-05-23 15:28:58,2017-08-18 18:42:21,2026-05-06 15:11:47.710166
011ae9863bd5b15e528a16dd8ceb4772,7,7,4949.92,707.13,13.0,0.14,2017-11-02 11:36:12,2018-04-18 18:43:31,2026-05-06 15:11:47.710166
011bb8a6af5178b33871a83c4f297d32,1,1,47.51,47.51,16.0,0.0,2017-12-11 10:06:21,2017-12-11 10:06:21,2026-05-06 15:11:47.710166
011be89e68e286ac07f51c22ecbb04aa,2,2,208.09,104.05,15.5,0.0,2017-07-12 02:21:38,2017-08-24 01:40:27,2026-05-06 15:11:47.710166
011c2759ca1a29c74ecd8bfa48d0ac14,1,1,41.16,41.16,9.0,0.0,2018-07-17 19:09:44,2018-07-17 19:09:44,2026-05-06 15:11:47.710166
01217a683550744160a91eaa46a92305,4,6,372.74,74.55,14.8,0.4,2018-03-08 18:28:58,2018-05-11 12:54:02,2026-05-06 15:11:47.710166
0124d1581f26143e988b8e1a4b7adab7,1,3,70.52,35.26,18.0,0.0,2017-02-24 09:27:44,2017-02-24 09:27:44,2026-05-06 15:11:47.710166
0127db1f4effcf8f5b88d80588bc5624,2,2,148.25,74.12,12.0,0.5,2018-08-06 22:30:04,2018-08-08 15:35:21,2026-05-06 15:11:47.710166
0129d1e9b29d3fe6833cc922374cd252,7,7,188.48,26.93,8.57,0.0,2018-03-02 13:08:30,2018-08-12 18:04:00,2026-05-06 15:11:47.710166
012dd0e1c1f14325ee35f06748329355,1,1,309.33,309.33,5.0,0.0,2018-07-04 22:33:13,2018-07-04 22:33:13,2026-05-06 15:11:47.710166
0130c4375ccbe30dbfa676abd076a056,2,2,205.48,102.74,10.5,0.0,2017-07-26 08:58:54,2018-02-16 20:57:11,2026-05-06 15:11:47.710166
013298e0648d412de0d65690045493bc,1,1,72.18,72.18,5.0,0.0,2018-07-05 14:59:58,2018-07-05 14:59:58,2026-05-06 15:11:47.710166
0134eb6b933b7ebc0f9e24ae5abefaa0,1,1,49.32,49.32,5.0,0.0,2018-03-14 15:15:19,2018-03-14 15:15:19,2026-05-06 15:11:47.710166
0135900191d4383219257d6fde585ccf,1,3,392.86,196.43,3.0,0.0,2018-07-11 16:45:59,2018-07-11 16:45:59,2026-05-06 15:11:47.710166
01365901d8f2247976a7e5d4c98c52c0,3,3,117.85,39.28,8.67,0.0,2017-11-24 17:09:30,2018-05-30 01:23:02,2026-05-06 15:11:47.710166
0138b665025e0b24bfa6206d97b0f117,1,1,179.2,179.2,6.0,0.0,2018-05-11 20:03:19,2018-05-11 20:03:19,2026-05-06 15:11:47.710166
013b5dd7d319685753e2c12292975615,1,1,362.81,362.81,3.0,0.0,2018-04-15 20:41:10,2018-04-15 20:41:10,2026-05-06 15:11:47.710166
013c4b7963865454407e0c79047636c3,1,1,80.02,80.02,10.0,0.0,2018-06-15 15:18:34,2018-06-15 15:18:34,2026-05-06 15:11:47.710166
013cc658e88b36989b48b2bd5f7add59,1,1,177.1,177.1,14.0,0.0,2018-07-18 10:40:17,2018-07-18 10:40:17,2026-05-06 15:11:47.710166
013e6676e0e3529e5909ff54370daddf,5,11,2428.71,303.59,14.5,0.0,2017-10-10 15:41:10,2018-03-07 16:32:41,2026-05-06 15:11:47.710166
013ee64977aaa6b2b25475095162e0e9,13,15,1236.55,88.32,9.64,0.07,2018-04-02 10:41:24,2018-08-16 15:21:03,2026-05-06 15:11:47.710166
013fef6ee8c8f3ff998e8f0a950a0495,1,1,20.89,20.89,7.0,1.0,2018-08-02 16:57:06,2018-08-02 16:57:06,2026-05-06 15:11:47.710166
0141015d2469c1c5f9d7d377d1cdb44a,1,1,224.75,224.75,12.0,0.0,2017-11-24 22:46:55,2017-11-24 22:46:55,2026-05-06 15:11:47.710166
0141f5b2fc5389a8b247ae23b58482ef,1,1,215.14,215.14,9.0,0.0,2017-09-13 18:30:14,2017-09-13 18:30:14,2026-05-06 15:11:47.710166
01422266d7a3131403364787ef9dab11,2,2,84.22,42.11,14.5,0.0,2018-04-09 16:34:14,2018-04-10 10:03:12,2026-05-06 15:11:47.710166
0142fd5bd2e0923cf2dbc73d471dda34,1,1,92.16,92.16,17.0,0.0,2017-04-01 18:24:37,2017-04-01 18:24:37,2026-05-06 15:11:47.710166
014a8a503291921f7b004a5215bb3c36,18,26,854.66,47.48,13.11,0.11,2017-01-24 16:26:51,2018-04-14 14:23:32,2026-05-06 15:11:47.710166
014d94f219fbff1166b9cf700eee36b2,1,1,203.33,203.33,2.0,0.0,2018-06-17 20:58:46,2018-06-17 20:58:46,2026-05-06 15:11:47.710166
014fcf6bd5cd4c7ee29fb3bb618c445e,1,1,738.16,738.16,27.0,1.0,2018-03-04 14:40:34,2018-03-04 14:40:34,2026-05-06 15:11:47.710166
01503fbd89d42654631476b292b8bc8c,1,1,97.48,97.48,3.0,0.0,2018-03-26 20:45:15,2018-03-26 20:45:15,2026-05-06 15:11:47.710166
0152cb427657428c06633fce6d721da4,2,2,363.18,181.59,8.5,0.0,2017-12-04 21:12:17,2018-02-19 13:47:17,2026-05-06 15:11:47.710166
0152f69b6cf919bcdaf117aa8c43e5a2,55,71,1858.58,30.47,13.46,0.03,2017-02-25 14:12:57,2018-08-21 11:28:41,2026-05-06 15:11:47.710166
